1, 351083
2, 13946
3, 3664
0, 3409
4, 1670
5, 812
6, 420
7, 277
8, 194
9, 108
10, 80
11, 71
20, 58
16, 52
13, 49
14, 49
15, 48
17, 44
19, 42
21, 40
18, 33
12, 33
23, 31
22, 28
25, 28
24, 25
27, 23
26, 21
28, 18
30, 15
32, 11
29, 10
31, 10
33, 7
38, 6
49, 6
34, 5
39, 5
42, 4
36, 4
37, 4
35, 3
40, 3
70, 2
53, 2
43, 2
44, 2
55, 2
45, 2
46, 2
172, 1
82, 1
248, 1
61, 1
72, 1
68, 1
58, 1
60, 1
52, 1
93, 1
50, 1
69, 1
257, 1
59, 1
94, 1
78, 1
41, 1
54, 1
47, 1
51, 1
TOTAL, 376483
